University,Department,Name,Position,Link,Email,Research Focus
Berkeley,Dept of Civil and Environmental Engineering,Robert L. Taylor,,https://vcresearch.berkeley.edu/faculty/robert-l-taylor,,
Berkeley,Dept of Mechanical Engineering,Masayoshi Tomizuka,,https://vcresearch.berkeley.edu/faculty/masayoshi-tomizuka,,
Berkeley,Dept of Civil and Environmental Engineering,Iris D. Tommelein,,https://vcresearch.berkeley.edu/faculty/iris-d-tommelein,,
Berkeley,Dept of Industrial Engineering & Operations Research,Rajan Udwani,,https://vcresearch.berkeley.edu/faculty/rajan-udwani,,
Berkeley,Dept of Nuclear Engineering,Karl van Bibber,,https://vcresearch.berkeley.edu/faculty/karl-van-bibber,,
Berkeley,Dept of Bioengineering,Moriel Vandsburger,,https://vcresearch.berkeley.edu/faculty/moriel-vandsburger,,
Berkeley,Dept of Civil and Environmental Engineering,Evan Variano,,https://vcresearch.berkeley.edu/faculty/evan-variano,,
Berkeley,Dept of Nuclear Engineering,Kai Vetter,,https://vcresearch.berkeley.edu/faculty/kai-vetter,,
Berkeley,Division of Electrical Engineering (EECS),David Wagner,,https://vcresearch.berkeley.edu/faculty/david-wagner,,
Berkeley,Dept of Civil and Environmental Engineering,Joan Walker,,https://vcresearch.berkeley.edu/faculty/joan-walker,,
Berkeley,Division of Electrical Engineering (EECS),Laura Waller,,https://vcresearch.berkeley.edu/faculty/laura-waller,,
Berkeley,Dept of Chemical & Biomolecular Engineering,Rui Wang,,https://vcresearch.berkeley.edu/faculty/rui-wang,,
Berkeley,Dept of Civil and Environmental Engineering,Ziqi Wang,,https://vcresearch.berkeley.edu/faculty/ziqi-wang,,
Berkeley,Division of Electrical Engineering (EECS),John Wawrzynek,,https://vcresearch.berkeley.edu/faculty/john-wawrzynek,,
Berkeley,Dept of Materials Science and Engineering,Junqiao Wu,,https://vcresearch.berkeley.edu/faculty/junqiao-wu,,
Berkeley,Division of Electrical Engineering (EECS),Ming Wu,,https://vcresearch.berkeley.edu/faculty/ming-wu,,
Berkeley,Division of Electrical Engineering (EECS),Eli Yablonovitch,,https://vcresearch.berkeley.edu/faculty/eli-yablonovitch,,
